"Activity.Id" "Activity.Name" "Subject.Id" "Standard.Deviation" "Mean"
1 "WALKING" 13 0.460854393995368 -0.315604765252722
3 "WALKING_DOWNSTAIRS" 13 0.463191730560919 -0.315846063917246
2 "WALKING_UPSTAIRS" 13 0.481399962634359 -0.409993137856766
6 "LAYING" 14 0.529959358732366 -0.626294586556399
4 "SITTING" 14 0.5280379685885 -0.637852535675807
5 "STANDING" 14 0.530378924305392 -0.631699673024663
1 "WALKING" 14 0.460095719296736 -0.38399720253805
3 "WALKING_DOWNSTAIRS" 14 0.474784640200934 -0.202171678109523
2 "WALKING_UPSTAIRS" 14 0.511997359659549 -0.284067348684123
6 "LAYING" 15 0.531265854159869 -0.637799252427518
4 "SITTING" 15 0.537109906202275 -0.639399053418692
5 "STANDING" 15 0.53194178615701 -0.637951719721761
1 "WALKING" 15 0.470930092491822 -0.388993441951542
3 "WALKING_DOWNSTAIRS" 15 0.478913470640684 -0.278876543776854
2 "WALKING_UPSTAIRS" 15 0.481360338460772 -0.39216382746735
6 "LAYING" 16 0.540805566032016 -0.633812324468356
4 "SITTING" 16 0.540660946111618 -0.640149192304434
5 "STANDING" 16 0.536027968915291 -0.644434205825036
1 "WALKING" 16 0.477181248917123 -0.429746181942572
3 "WALKING_DOWNSTAIRS" 16 0.480317131361736 -0.337622299241617
2 "WALKING_UPSTAIRS" 16 0.485215967490382 -0.438499899423319
6 "LAYING" 17 0.544111902566298 -0.627787473463417
4 "SITTING" 17 0.54709797498025 -0.641588490279086
5 "STANDING" 17 0.541386142783106 -0.642564641124571
1 "WALKING" 17 0.471340331643968 -0.385512096526404
3 "WALKING_DOWNSTAIRS" 17 0.482880088421838 -0.363685467377106
2 "WALKING_UPSTAIRS" 17 0.479425823691872 -0.399863994331658
6 "LAYING" 18 0.539909038662556 -0.642931405022691
4 "SITTING" 18 0.534395879168263 -0.64813234870805
5 "STANDING" 18 0.53099975134502 -0.643425010269281
1 "WALKING" 18 0.474007929974224 -0.434686301483526
3 "WALKING_DOWNSTAIRS" 18 0.484648090481038 -0.437020907445602
2 "WALKING_UPSTAIRS" 18 0.490071688258084 -0.468971947556928
6 "LAYING" 19 0.546461684255782 -0.630900533874082
4 "SITTING" 19 0.53209411177613 -0.636902892903847
5 "STANDING" 19 0.531159784474125 -0.638052539776798
1 "WALKING" 19 0.441222720223505 -0.237043755445961
3 "WALKING_DOWNSTAIRS" 19 0.493267285356331 -0.0772893630893676
2 "WALKING_UPSTAIRS" 19 0.457959800536126 -0.315442504584877
6 "LAYING" 20 0.532311298923294 -0.642303650907549
4 "SITTING" 20 0.527767117830281 -0.63779507441652
5 "STANDING" 20 0.523601719784163 -0.617992804306717
1 "WALKING" 20 0.458475195837703 -0.258240548916197
3 "WALKING_DOWNSTAIRS" 20 0.471620332044863 -0.245890679659674
2 "WALKING_UPSTAIRS" 20 0.467024672485213 -0.336858993739812
6 "LAYING" 21 0.543398484551232 -0.629018893883965
4 "SITTING" 21 0.534193252488579 -0.642626774796816
5 "STANDING" 21 0.528022506329555 -0.636374640005692
1 "WALKING" 21 0.462261283553448 -0.329237834377618
3 "WALKING_DOWNSTAIRS" 21 0.475622056333089 -0.289937342164603
2 "WALKING_UPSTAIRS" 21 0.473554737531349 -0.38044472540554
6 "LAYING" 22 0.534082415245892 -0.630034007645681
4 "SITTING" 22 0.532022049722643 -0.631940800049868
5 "STANDING" 22 0.529999769322386 -0.633917375868076
1 "WALKING" 22 0.460010818917144 -0.272894560415184
3 "WALKING_DOWNSTAIRS" 22 0.477672679039378 -0.286303026731472
2 "WALKING_UPSTAIRS" 22 0.468928019106076 -0.303808095312265
6 "LAYING" 23 0.551576627950253 -0.625990423588982
4 "SITTING" 23 0.543059200310429 -0.630751186980921
5 "STANDING" 23 0.531088424136574 -0.634945676651999
1 "WALKING" 23 0.464098141308726 -0.263998863206806
3 "WALKING_DOWNSTAIRS" 23 0.4574307312881 -0.201291348161459
2 "WALKING_UPSTAIRS" 23 0.467164879388163 -0.368092440360291
6 "LAYING" 24 0.541737906273239 -0.632110965329772
4 "SITTING" 24 0.526925830839725 -0.644531337674892
5 "STANDING" 24 0.53344655282101 -0.63211724002205
1 "WALKING" 24 0.473945996502654 -0.41538990618725
3 "WALKING_DOWNSTAIRS" 24 0.472990421003547 -0.357605428971715
2 "WALKING_UPSTAIRS" 24 0.474251576812081 -0.434218909903652
6 "LAYING" 25 0.545450415711338 -0.587487201851539
4 "SITTING" 25 0.534204894318477 -0.643208691130502
5 "STANDING" 25 0.528500727750385 -0.643209341002835
1 "WALKING" 25 0.482757503377511 -0.459163119323085
3 "WALKING_DOWNSTAIRS" 25 0.48048742191466 -0.42830446065136
2 "WALKING_UPSTAIRS" 25 0.493089266961923 -0.483770949439488
6 "LAYING" 26 0.545536215521252 -0.638569183278836
4 "SITTING" 26 0.538163762448172 -0.640617294915573
5 "STANDING" 26 0.533694523050013 -0.641908997318011
1 "WALKING" 26 0.465080130468016 -0.390483686369589
3 "WALKING_DOWNSTAIRS" 26 0.467151493916604 -0.32106809748104
2 "WALKING_UPSTAIRS" 26 0.480136846789247 -0.410085932559618
6 "LAYING" 27 0.539991225164833 -0.643883354524315
4 "SITTING" 27 0.533984958770938 -0.645227830453468
5 "STANDING" 27 0.535052504532977 -0.642257620140047
1 "WALKING" 27 0.468490345338959 -0.376265468504366
3 "WALKING_DOWNSTAIRS" 27 0.47435384225082 -0.311046129842555
2 "WALKING_UPSTAIRS" 27 0.48671284301688 -0.424642532631276
6 "LAYING" 28 0.530976406623764 -0.638434199443543
4 "SITTING" 28 0.523550153103677 -0.635256916763355
5 "STANDING" 28 0.519990161399115 -0.62584104444212
1 "WALKING" 28 0.468082416558165 -0.392253679309277
3 "WALKING_DOWNSTAIRS" 28 0.46256315184821 -0.290308859110655
2 "WALKING_UPSTAIRS" 28 0.473584351968701 -0.399536600603253
6 "LAYING" 29 0.547384622922697 -0.644200660903232
4 "SITTING" 29 0.54030786087254 -0.641993236339781
5 "STANDING" 29 0.536209908171482 -0.648134148642433
1 "WALKING" 29 0.459750416503951 -0.351448955219892
3 "WALKING_DOWNSTAIRS" 29 0.466798126904517 -0.315867664963298
2 "WALKING_UPSTAIRS" 29 0.485009059372236 -0.362918290363737
6 "LAYING" 30 0.529010124054845 -0.6405405362605
4 "SITTING" 30 0.532835681402282 -0.643920297663824
5 "STANDING" 30 0.527699114956464 -0.628574359804318
1 "WALKING" 30 0.458741626903586 -0.372126475815332
3 "WALKING_DOWNSTAIRS" 30 0.464525701807421 -0.357325632305771
2 "WALKING_UPSTAIRS" 30 0.489520080840848 -0.437717899563423
